target,execution time in ns
./build/benchmark_no_thread__b,1387404147
./build/benchmark_no_thread__b,1387826298
./build/benchmark_no_thread__b,1416229663
./build/benchmark_no_thread__b,1392565872
./build/benchmark_no_thread__b,1373778240
./build/benchmark_no_thread__b,1372179203
./build/benchmark_no_thread__b,1375256270
./build/benchmark_no_thread__b,1400170250
./build/benchmark_no_thread__b,1357456150
./build/benchmark_no_thread__b,1380100720
./build/benchmark_no_thread__b took about 1.384 s on average,
./build/dlr_opencv__b,1337644821
./build/dlr_opencv__b,1336120821
./build/dlr_opencv__b,1336363315
./build/dlr_opencv__b,1339211974
./build/dlr_opencv__b,1313840953
./build/dlr_opencv__b,1331932526
./build/dlr_opencv__b,1308417753
./build/dlr_opencv__b,1329760253
./build/dlr_opencv__b,1337239051
./build/dlr_opencv__b,1335463742
./build/dlr_opencv__b took about 1.331 s on average,
./build/opencv_benchmark__b,1521550803
./build/opencv_benchmark__b,1503218203
./build/opencv_benchmark__b,1498335793
./build/opencv_benchmark__b,1494627082
./build/opencv_benchmark__b,1506828917
./build/opencv_benchmark__b,1499892815
./build/opencv_benchmark__b,1512925560
./build/opencv_benchmark__b,1525261145
./build/opencv_benchmark__b,1496647615
./build/opencv_benchmark__b,1480560674
./build/opencv_benchmark__b took about 1.504 s on average,
