target,execution time in ns
./build/benchmark_no_thread__b,285443104
./build/benchmark_no_thread__b,286896149
./build/benchmark_no_thread__b,284280307
./build/benchmark_no_thread__b,294751887
./build/benchmark_no_thread__b,288498252
./build/benchmark_no_thread__b,285287476
./build/benchmark_no_thread__b,286424698
./build/benchmark_no_thread__b,289264965
./build/benchmark_no_thread__b,289193309
./build/benchmark_no_thread__b,290112815
./build/benchmark_no_thread__b took about 0.288 s on average,
./build/dlr_opencv__b,271574216
./build/dlr_opencv__b,268165076
./build/dlr_opencv__b,261898681
./build/dlr_opencv__b,259861906
./build/dlr_opencv__b,262389834
./build/dlr_opencv__b,258985270
./build/dlr_opencv__b,261008451
./build/dlr_opencv__b,258068103
./build/dlr_opencv__b,260543236
./build/dlr_opencv__b,261251895
./build/dlr_opencv__b took about 0.262 s on average,
./build/opencv_benchmark__b,324362498
./build/opencv_benchmark__b,330339914
./build/opencv_benchmark__b,326233004
./build/opencv_benchmark__b,323159753
./build/opencv_benchmark__b,333299384
./build/opencv_benchmark__b,324342516
./build/opencv_benchmark__b,326482037
./build/opencv_benchmark__b,327578382
./build/opencv_benchmark__b,323745109
./build/opencv_benchmark__b,337248021
./build/opencv_benchmark__b took about 0.328 s on average,
