target,execution time in ns
./build/benchmark_no_thread__b,550890682
./build/benchmark_no_thread__b,542364593
./build/benchmark_no_thread__b,562215415
./build/benchmark_no_thread__b,543001411
./build/benchmark_no_thread__b,556614349
./build/benchmark_no_thread__b,559133779
./build/benchmark_no_thread__b,544654117
./build/benchmark_no_thread__b,573654468
./build/benchmark_no_thread__b,553586350
./build/benchmark_no_thread__b,569146432
./build/benchmark_no_thread__b took about 0.556 s on average,
./build/dlr_opencv__b,520692735
./build/dlr_opencv__b,519981151
./build/dlr_opencv__b,518625578
./build/dlr_opencv__b,519351096
./build/dlr_opencv__b,518276863
./build/dlr_opencv__b,518063981
./build/dlr_opencv__b,514215366
./build/dlr_opencv__b,519715253
./build/dlr_opencv__b,519598584
./build/dlr_opencv__b,513021912
./build/dlr_opencv__b took about 0.518 s on average,
./build/opencv_benchmark__b,615243913
./build/opencv_benchmark__b,601022300
./build/opencv_benchmark__b,614856940
./build/opencv_benchmark__b,603177475
./build/opencv_benchmark__b,614594019
./build/opencv_benchmark__b,606236476
./build/opencv_benchmark__b,610576890
./build/opencv_benchmark__b,617999180
./build/opencv_benchmark__b,605647613
./build/opencv_benchmark__b,617064653
./build/opencv_benchmark__b took about 0.611 s on average,
